"","Date","Type","Price","Landsize","BuildingArea","Rooms","Bathroom","Car","YearBuilt","Distance","Regionname","Propertycount"
"5523","17/09/2016","u",905000,NA,NA,3,NA,NA,NA,"13","Southern Metropolitan","3145"
"5524","17/09/2016","u",400000,100,88,2,1,1,1975,"13","Southern Metropolitan","3145"
"5525","18/06/2016","u",648000,0,NA,2,1,1,NA,"13","Southern Metropolitan","3145"
"5526","19/11/2016","h",1455000,NA,NA,4,NA,NA,NA,"13","Southern Metropolitan","3145"
"5527","22/05/2016","h",NA,NA,NA,3,NA,NA,NA,"13","Southern Metropolitan","3145"
"5528","22/08/2016","h",1210000,730,122,3,1,2,1940,"13","Southern Metropolitan","3145"
"5529","25/02/2017","h",NA,0,NA,4,2,2,NA,"13","Southern Metropolitan","3145"
"5530","25/02/2017","h",1345000,NA,NA,3,NA,NA,NA,"13","Southern Metropolitan","3145"
"5531","26/07/2016","h",1167500,678,184,4,2,1,1950,"13","Southern Metropolitan","3145"
"5532","26/07/2016","t",900000,360,154,3,2,1,1975,"13","Southern Metropolitan","3145"
"5533","28/08/2016","h",1322000,738,NA,4,2,4,NA,"13","Southern Metropolitan","3145"
"5534","30/07/2016","h",677500,575,83,2,1,4,1950,"13","Southern Metropolitan","3145"
"5535","3/09/2016","u",480000,0,NA,2,1,1,NA,"7.9","Eastern Metropolitan","5549"
"5536","3/12/2016","u",430000,0,NA,2,1,1,1970,"7.9","Eastern Metropolitan","5549"
"5537","3/12/2016","u",460000,75,NA,1,1,0,1970,"7.9","Eastern Metropolitan","5549"
"5538","3/12/2016","h",1601000,610,NA,4,3,2,NA,"7.9","Eastern Metropolitan","5549"
"5539","4/03/2017","h",1450000,NA,NA,4,NA,NA,NA,"7.9","Eastern Metropolitan","5549"
"5540","4/03/2017","h",NA,599,232,4,3,0,1935,"7.9","Eastern Metropolitan","5549"
"5541","4/03/2017","h",2265000,925,208,4,2,2,1925,"7.9","Eastern Metropolitan","5549"
"5542","4/03/2017","h",1680000,665,NA,3,2,2,NA,"7.9","Eastern Metropolitan","5549"
"5543","4/03/2017","t",790000,NA,NA,2,NA,NA,NA,"7.9","Eastern Metropolitan","5549"
"5544","4/03/2017","u",440000,0,NA,2,1,0,1960,"7.9","Eastern Metropolitan","5549"
"5545","4/03/2017","h",2350000,638,NA,4,2,2,NA,"7.9","Eastern Metropolitan","5549"
"5546","4/03/2017","t",962000,108,NA,3,2,1,NA,"7.9","Eastern Metropolitan","5549"
"5547","4/06/2016","h",981000,626,378,3,3,2,2016,"7.9","Eastern Metropolitan","5549"
"5548","4/06/2016","h",2400000,1252,201,4,2,2,1920,"7.9","Eastern Metropolitan","5549"
"5549","4/06/2016","t",890000,249,140,3,2,2,2005,"7.9","Eastern Metropolitan","5549"
"5550","6/08/2016","u",581000,NA,NA,2,NA,NA,NA,"7.9","Eastern Metropolitan","5549"
"5551","7/05/2016","h",NA,503,136,3,2,1,1960,"7.9","Eastern Metropolitan","5549"
"5552","7/05/2016","u",490000,0,NA,2,1,1,1960,"7.9","Eastern Metropolitan","5549"
"5553","7/05/2016","u",739000,648,91,2,1,1,1965,"7.9","Eastern Metropolitan","5549"
"5554","7/05/2016","h",1340000,571,NA,3,1,1,NA,"7.9","Eastern Metropolitan","5549"
"5555","7/05/2016","h",NA,775,330,4,2,2,2000,"7.9","Eastern Metropolitan","5549"
"5556","7/11/2016","h",785000,399,110,3,2,0,1950,"7.9","Eastern Metropolitan","5549"
"5557","7/11/2016","h",1155000,537,170,3,1,2,1945,"7.9","Eastern Metropolitan","5549"
"5558","7/11/2016","h",NA,775,138,3,1,2,1925,"7.9","Eastern Metropolitan","5549"
"5559","7/11/2016","h",1300000,586,NA,4,1,1,NA,"7.9","Eastern Metropolitan","5549"
"5560","10/09/2016","h",1020000,557,78,2,1,1,1955,"7.9","Eastern Metropolitan","5549"
"5561","10/09/2016","h",1796000,614,NA,3,1,1,NA,"7.9","Eastern Metropolitan","5549"
"5562","10/09/2016","h",790000,221,NA,2,1,1,NA,"7.9","Eastern Metropolitan","5549"
"5563","10/09/2016","h",1465000,630,126,3,1,2,1960,"7.9","Eastern Metropolitan","5549"
"5564","10/12/2016","t",855000,0,130,3,2,2,1980,"7.9","Eastern Metropolitan","5549"
"5565","10/12/2016","u",705000,94,NA,2,1,1,NA,"7.9","Eastern Metropolitan","5549"
"5566","10/12/2016","u",504000,0,NA,2,1,1,NA,"7.9","Eastern Metropolitan","5549"
"5567","10/12/2016","u",413000,845,59,1,1,1,1960,"7.9","Eastern Metropolitan","5549"
"5568","10/12/2016","t",1010000,314,NA,3,2,2,2003,"7.9","Eastern Metropolitan","5549"
"5569","11/02/2017","u",NA,71,70,2,1,1,1960,"7.9","Eastern Metropolitan","5549"
"5570","11/02/2017","h",1220000,687,110,3,1,1,1975,"7.9","Eastern Metropolitan","5549"
"5571","12/06/2016","h",NA,252,NA,3,1,1,NA,"7.9","Eastern Metropolitan","5549"
"5572","12/11/2016","h",1605000,608,165,3,2,2,1920,"7.9","Eastern Metropolitan","5549"
"5573","12/11/2016","u",587000,721,78,2,1,1,1960,"7.9","Eastern Metropolitan","5549"
"5574","12/11/2016","h",2550000,NA,NA,5,NA,NA,NA,"7.9","Eastern Metropolitan","5549"
"5575","12/11/2016","u",475000,0,NA,2,1,1,1960,"7.9","Eastern Metropolitan","5549"
"5576","13/08/2016","h",650000,NA,NA,3,NA,NA,NA,"7.9","Eastern Metropolitan","5549"
"5577","13/08/2016","h",1278000,NA,NA,4,NA,NA,NA,"7.9","Eastern Metropolitan","5549"
"5578","13/08/2016","h",NA,630,NA,4,2,2,NA,"7.9","Eastern Metropolitan","5549"
"5579","14/05/2016","h",NA,592,112,3,1,1,1960,"7.9","Eastern Metropolitan","5549"
"5580","14/05/2016","h",1075000,677,NA,3,1,2,1950,"7.9","Eastern Metropolitan","5549"
"5581","14/05/2016","u",465000,795,NA,2,1,1,1970,"7.9","Eastern Metropolitan","5549"
"5582","15/10/2016","t",610000,277,NA,2,1,1,NA,"7.9","Eastern Metropolitan","5549"
"5583","15/10/2016","h",NA,212,140,3,3,2,2010,"7.9","Eastern Metropolitan","5549"
"5584","15/10/2016","u",690000,103,83,2,1,1,NA,"7.9","Eastern Metropolitan","5549"
"5585","15/10/2016","h",1535000,691,140,3,1,2,1950,"7.9","Eastern Metropolitan","5549"
"5586","15/10/2016","t",NA,NA,NA,3,NA,NA,NA,"7.9","Eastern Metropolitan","5549"
"5587","15/10/2016","h",1470000,694,217,4,2,1,1950,"7.9","Eastern Metropolitan","5549"
"5588","15/10/2016","h",1486000,645,158,3,1,2,1930,"7.9","Eastern Metropolitan","5549"
"5589","16/04/2016","u",420000,55,NA,1,1,1,1970,"7.9","Eastern Metropolitan","5549"
"5590","16/04/2016","t",750000,110,NA,3,1,1,1990,"7.9","Eastern Metropolitan","5549"
"5591","16/04/2016","u",460000,0,NA,2,0,0,NA,"7.9","Eastern Metropolitan","5549"
"5592","16/07/2016","h",1615000,758,NA,4,2,3,NA,"7.9","Eastern Metropolitan","5549"
"5593","16/07/2016","t",NA,181,160,2,1,2,1975,"7.9","Eastern Metropolitan","5549"
"5594","17/09/2016","h",1730000,689,292,5,2,2,2007,"7.9","Eastern Metropolitan","5549"
"5595","17/09/2016","u",NA,0,17,2,1,1,1960,"7.9","Eastern Metropolitan","5549"
"5596","17/09/2016","t",779000,152,NA,2,1,2,1970,"7.9","Eastern Metropolitan","5549"
"5597","18/03/2017","h",1850000,684,232,3,2,2,2000,"7.9","Eastern Metropolitan","5549"
"5598","18/03/2017","h",NA,203,NA,3,2,1,2004,"7.9","Eastern Metropolitan","5549"
"5599","18/03/2017","h",1950000,NA,NA,4,NA,NA,NA,"7.9","Eastern Metropolitan","5549"
"5600","18/03/2017","h",1910000,760,NA,2,1,2,NA,"7.9","Eastern Metropolitan","5549"
"5601","18/06/2016","h",NA,609,192,3,1,1,1912,"7.9","Eastern Metropolitan","5549"
"5602","18/06/2016","h",2600000,1006,411,5,3,1,1920,"7.9","Eastern Metropolitan","5549"
"5603","18/06/2016","h",NA,582,NA,3,1,3,NA,"7.9","Eastern Metropolitan","5549"
"5604","19/11/2016","u",500000,71,70,2,1,1,1960,"7.9","Eastern Metropolitan","5549"
"5605","19/11/2016","h",950000,290,NA,3,3,2,NA,"7.9","Eastern Metropolitan","5549"
"5606","19/11/2016","h",NA,811,120,4,2,0,2000,"7.9","Eastern Metropolitan","5549"
"5607","19/11/2016","u",450000,0,NA,2,1,1,NA,"7.9","Eastern Metropolitan","5549"
"5608","19/11/2016","h",NA,609,138,3,1,2,1950,"7.9","Eastern Metropolitan","5549"
"5609","22/05/2016","h",1102000,597,115,3,1,1,1950,"7.9","Eastern Metropolitan","5549"
"5610","22/05/2016","h",1275000,834,169,3,2,2,1950,"7.9","Eastern Metropolitan","5549"
"5611","22/05/2016","h",1065000,596,NA,3,1,1,NA,"7.9","Eastern Metropolitan","5549"
"5612","22/08/2016","t",785000,124,135,2,2,1,2010,"7.9","Eastern Metropolitan","5549"
"5613","22/08/2016","h",1223500,721,136,3,2,2,1980,"7.9","Eastern Metropolitan","5549"
"5614","22/08/2016","u",845000,147,NA,2,2,2,1980,"7.9","Eastern Metropolitan","5549"
"5615","22/08/2016","h",1720000,631,233,4,2,3,1935,"7.9","Eastern Metropolitan","5549"
"5616","22/08/2016","h",NA,287,NA,3,3,2,NA,"7.9","Eastern Metropolitan","5549"
"5617","23/04/2016","u",NA,288,96,2,1,1,1950,"7.9","Eastern Metropolitan","5549"
"5618","23/04/2016","h",1225000,572,130,3,1,1,1930,"7.9","Eastern Metropolitan","5549"
"5619","24/09/2016","u",630000,199,NA,2,1,1,NA,"7.9","Eastern Metropolitan","5549"
"5620","24/09/2016","h",1460000,605,181,4,1,2,1940,"7.9","Eastern Metropolitan","5549"
"5621","24/09/2016","u",421000,0,58,1,1,1,1992,"7.9","Eastern Metropolitan","5549"
"5622","24/09/2016","h",NA,NA,NA,3,NA,NA,NA,"7.9","Eastern Metropolitan","5549"
"5623","24/09/2016","h",NA,627,179,4,1,2,1910,"7.9","Eastern Metropolitan","5549"
"5624","25/02/2017","h",2090000,608,315,4,3,2,1980,"7.9","Eastern Metropolitan","5549"
"5625","25/02/2017","h",NA,557,NA,3,2,2,NA,"7.9","Eastern Metropolitan","5549"
"5626","25/02/2017","h",1029000,NA,NA,3,1,1,NA,"7.9","Eastern Metropolitan","5549"
"5627","25/02/2017","h",1758000,650,NA,4,2,2,NA,"7.9","Eastern Metropolitan","5549"
"5628","25/02/2017","h",NA,558,NA,3,2,2,1938,"7.9","Eastern Metropolitan","5549"
"5629","26/07/2016","h",NA,628,199,4,3,2,1921,"7.9","Eastern Metropolitan","5549"
"5630","27/06/2016","t",NA,NA,NA,4,NA,NA,NA,"7.9","Eastern Metropolitan","5549"
"5631","27/06/2016","t",700000,189,110,3,2,1,1990,"7.9","Eastern Metropolitan","5549"
"5632","27/11/2016","h",1420000,455,NA,5,3,1,2006,"7.9","Eastern Metropolitan","5549"
"5633","27/11/2016","t",NA,NA,NA,3,NA,NA,NA,"7.9","Eastern Metropolitan","5549"
"5634","27/11/2016","h",875000,NA,NA,3,NA,NA,NA,"7.9","Eastern Metropolitan","5549"
"5635","27/11/2016","t",550000,139,NA,3,1,1,1970,"7.9","Eastern Metropolitan","5549"
"5636","28/05/2016","h",2595000,719,407,4,3,3,2007,"7.9","Eastern Metropolitan","5549"
"5637","28/08/2016","h",1060000,NA,NA,3,NA,NA,NA,"7.9","Eastern Metropolitan","5549"
"5638","28/08/2016","t",710000,134,120,2,1,1,2012,"7.9","Eastern Metropolitan","5549"
"5639","28/08/2016","u",650000,0,96,3,2,2,2000,"7.9","Eastern Metropolitan","5549"
"5640","28/08/2016","u",662000,NA,NA,2,NA,NA,NA,"7.9","Eastern Metropolitan","5549"
"5641","28/08/2016","h",NA,571,179,3,2,2,1929,"7.9","Eastern Metropolitan","5549"
"5642","30/07/2016","u",385000,0,NA,1,1,1,1970,"7.9","Eastern Metropolitan","5549"
"5643","3/09/2016","h",NA,670,152,5,3,4,1971,"15","Western Metropolitan","1202"
"5644","3/12/2016","h",740000,558,NA,4,2,2,NA,"15","Western Metropolitan","1202"
"5645","4/03/2017","h",NA,NA,NA,4,NA,NA,NA,"15","Western Metropolitan","1202"
"5646","4/06/2016","h",431000,NA,NA,4,NA,NA,NA,"15","Western Metropolitan","1202"
"5647","6/08/2016","h",NA,532,353,5,3,2,1985,"15","Western Metropolitan","1202"
"5648","6/08/2016","h",500000,579,NA,4,2,2,NA,"15","Western Metropolitan","1202"
"5649","7/05/2016","h",365000,543,NA,3,1,0,NA,"15","Western Metropolitan","1202"
"5650","8/10/2016","h",400000,NA,NA,3,NA,NA,NA,"15","Western Metropolitan","1202"
"5651","10/09/2016","h",570000,558,NA,4,2,2,NA,"15","Western Metropolitan","1202"
"5652","10/09/2016","h",NA,532,131,3,1,2,1985,"15","Western Metropolitan","1202"
"5653","10/12/2016","t",465500,NA,NA,3,NA,NA,NA,"15","Western Metropolitan","1202"
"5654","10/12/2016","h",515000,597,114,3,1,4,1975,"15","Western Metropolitan","1202"
"5655","15/10/2016","h",1095000,654,414,4,3,5,NA,"15","Western Metropolitan","1202"
"5656","16/07/2016","h",582000,530,186,3,2,4,1980,"15","Western Metropolitan","1202"
"5657","16/07/2016","h",545000,570,163,3,2,2,1980,"15","Western Metropolitan","1202"
"5658","19/11/2016","h",461000,534,NA,3,1,0,NA,"15","Western Metropolitan","1202"
"5659","19/11/2016","h",751000,649,305,4,2,2,2000,"15","Western Metropolitan","1202"
"5660","22/08/2016","h",500000,574,100,4,1,2,1985,"15","Western Metropolitan","1202"
"5661","24/09/2016","h",560000,612,155,4,2,2,1980,"15","Western Metropolitan","1202"
"5662","27/06/2016","h",320000,119,NA,3,2,1,NA,"15","Western Metropolitan","1202"
"5663","28/05/2016","h",450000,548,NA,3,1,2,NA,"15","Western Metropolitan","1202"
"5664","3/09/2016","h",703000,683,200,3,2,2,1995,"12.8","Western Metropolitan","5629"
"5665","3/09/2016","h",680000,NA,NA,3,NA,NA,NA,"12.8","Western Metropolitan","5629"
"5666","3/09/2016","h",650000,538,104,3,1,1,1970,"12.8","Western Metropolitan","5629"
"5667","3/12/2016","t",770000,331,201,3,2,1,2010,"12.8","Western Metropolitan","5629"
"5668","3/12/2016","t",480000,184,NA,3,2,1,2012,"12.8","Western Metropolitan","5629"
"5669","3/12/2016","h",590000,610,NA,3,1,2,1974,"12.8","Western Metropolitan","5629"
"5670","3/12/2016","h",900000,289,125,4,2,1,2011,"12.8","Western Metropolitan","5629"
"5671","3/12/2016","h",NA,540,NA,3,2,4,NA,"12.8","Western Metropolitan","5629"
"5672","4/03/2017","h",935000,662,NA,3,1,2,NA,"12.8","Western Metropolitan","5629"
"5673","4/03/2017","h",700000,288,116,3,2,2,1999,"12.8","Western Metropolitan","5629"
"5674","4/03/2017","h",746000,NA,NA,3,NA,NA,NA,"12.8","Western Metropolitan","5629"
"5675","4/03/2017","h",675000,549,NA,3,2,1,NA,"12.8","Western Metropolitan","5629"
"5676","4/03/2017","h",816000,540,188,4,2,1,1978,"12.8","Western Metropolitan","5629"
"5677","4/06/2016","h",1100000,NA,NA,4,NA,NA,NA,"12.8","Western Metropolitan","5629"
"5678","4/06/2016","h",845000,622,126,4,1,1,1965,"12.8","Western Metropolitan","5629"
"5679","4/06/2016","h",725000,657,NA,3,1,1,1965,"12.8","Western Metropolitan","5629"
"5680","6/08/2016","t",590000,NA,NA,3,NA,NA,NA,"12.8","Western Metropolitan","5629"
"5681","7/05/2016","h",772000,672,132,3,2,3,1980,"12.8","Western Metropolitan","5629"
"5682","7/05/2016","h",NA,NA,NA,3,NA,NA,NA,"12.8","Western Metropolitan","5629"
"5683","7/05/2016","h",650000,3977,113,3,2,2,2013,"12.8","Western Metropolitan","5629"
"5684","7/11/2016","h",757000,532,140,3,2,1,1960,"12.8","Western Metropolitan","5629"
"5685","8/10/2016","t",870000,NA,NA,4,NA,NA,NA,"12.8","Western Metropolitan","5629"
"5686","8/10/2016","h",690000,568,148,3,2,2,1970,"12.8","Western Metropolitan","5629"
"5687","8/10/2016","t",785000,610,NA,3,2,2,NA,"12.8","Western Metropolitan","5629"
"5688","10/09/2016","h",583000,412,133,3,1,1,2003,"12.8","Western Metropolitan","5629"
"5689","10/09/2016","h",920000,603,NA,4,2,2,1975,"12.8","Western Metropolitan","5629"
"5690","10/12/2016","h",880000,584,123,3,1,2,1980,"12.8","Western Metropolitan","5629"
"5691","10/12/2016","u",580000,112,138,3,2,2,2013,"12.8","Western Metropolitan","5629"
"5692","10/12/2016","t",886000,322,257,4,3,1,1950,"12.8","Western Metropolitan","5629"
"5693","10/12/2016","h",970000,659,NA,4,2,4,NA,"12.8","Western Metropolitan","5629"
"5694","10/12/2016","h",920000,745,182,4,2,2,1992,"12.8","Western Metropolitan","5629"
"5695","10/12/2016","h",625000,539,NA,3,1,2,NA,"12.8","Western Metropolitan","5629"
"5696","10/12/2016","h",825000,318,NA,3,3,1,NA,"12.8","Western Metropolitan","5629"
"5697","11/02/2017","h",695000,564,NA,3,1,1,NA,"12.8","Western Metropolitan","5629"
"5698","11/03/2017","h",915000,610,NA,3,1,2,NA,"12.8","Western Metropolitan","5629"
"5699","12/11/2016","h",976000,605,212,3,3,2,1980,"12.8","Western Metropolitan","5629"
"5700","12/11/2016","t",520000,54,NA,2,2,2,NA,"12.8","Western Metropolitan","5629"
"5701","12/11/2016","h",1420000,613,250,4,2,2,2011,"12.8","Western Metropolitan","5629"
"5702","12/11/2016","h",NA,542,133,3,1,2,1980,"12.8","Western Metropolitan","5629"
"5703","12/11/2016","h",900000,713,127,3,1,1,1970,"12.8","Western Metropolitan","5629"
"5704","13/08/2016","u",470000,218,88,2,1,1,NA,"12.8","Western Metropolitan","5629"
"5705","13/08/2016","h",760000,NA,NA,4,NA,NA,NA,"12.8","Western Metropolitan","5629"
"5706","13/08/2016","h",NA,657,179,3,2,1,1960,"12.8","Western Metropolitan","5629"
"5707","14/05/2016","h",1100000,781,NA,5,2,2,NA,"12.8","Western Metropolitan","5629"
"5708","14/05/2016","u",470000,254,NA,3,1,1,NA,"12.8","Western Metropolitan","5629"
"5709","14/05/2016","h",380000,116,NA,2,1,1,NA,"12.8","Western Metropolitan","5629"
"5710","14/05/2016","u",560000,352,102,3,1,2,2000,"12.8","Western Metropolitan","5629"
"5711","14/05/2016","h",1010000,776,268,4,2,2,1980,"12.8","Western Metropolitan","5629"
"5712","15/10/2016","h",740000,684,NA,3,1,2,NA,"12.8","Western Metropolitan","5629"
"5713","16/04/2016","t",570000,NA,NA,3,NA,NA,NA,"12.8","Western Metropolitan","5629"
"5714","16/04/2016","h",630000,221,NA,3,2,1,NA,"12.8","Western Metropolitan","5629"
"5715","16/04/2016","h",780000,NA,NA,3,NA,NA,NA,"12.8","Western Metropolitan","5629"
"5716","16/04/2016","h",762000,NA,NA,5,NA,NA,NA,"12.8","Western Metropolitan","5629"
"5717","16/04/2016","h",835000,708,184,4,2,3,1990,"12.8","Western Metropolitan","5629"
"5718","16/04/2016","t",705000,440,156,3,2,1,1995,"12.8","Western Metropolitan","5629"
"5719","16/07/2016","h",891000,NA,NA,3,NA,NA,NA,"12.8","Western Metropolitan","5629"
"5720","18/03/2017","h",NA,NA,NA,2,NA,NA,NA,"12.8","Western Metropolitan","5629"
"5721","18/03/2017","t",680000,224,154,3,2,2,1998,"12.8","Western Metropolitan","5629"
"5722","18/06/2016","h",871000,570,NA,4,2,2,NA,"12.8","Western Metropolitan","5629"
"5723","18/06/2016","h",765000,NA,NA,5,NA,NA,NA,"12.8","Western Metropolitan","5629"
"5724","18/06/2016","h",700000,NA,NA,3,NA,NA,NA,"12.8","Western Metropolitan","5629"
"5725","18/06/2016","h",808000,561,NA,5,2,2,NA,"12.8","Western Metropolitan","5629"
"5726","18/06/2016","h",891000,292,NA,3,3,1,NA,"12.8","Western Metropolitan","5629"
"5727","18/06/2016","h",585000,NA,NA,3,NA,NA,NA,"12.8","Western Metropolitan","5629"
"5728","18/06/2016","h",785000,606,141,3,1,2,1965,"12.8","Western Metropolitan","5629"
"5729","19/11/2016","t",NA,289,194,3,2,1,2009,"12.8","Western Metropolitan","5629"
"5730","19/11/2016","h",695000,716,154,3,2,2,1970,"12.8","Western Metropolitan","5629"
"5731","22/05/2016","t",807000,319,NA,4,2,2,NA,"12.8","Western Metropolitan","5629"
"5732","22/05/2016","u",502000,0,85,2,1,2,1990,"12.8","Western Metropolitan","5629"
"5733","22/05/2016","h",770000,546,174,4,2,2,1970,"12.8","Western Metropolitan","5629"
"5734","22/05/2016","h",700000,629,NA,5,2,2,NA,"12.8","Western Metropolitan","5629"
"5735","22/05/2016","h",570000,542,120,3,1,2,1970,"12.8","Western Metropolitan","5629"
"5736","22/05/2016","u",711000,NA,NA,3,NA,NA,NA,"12.8","Western Metropolitan","5629"
"5737","22/08/2016","h",830000,686,198,4,2,2,1995,"12.8","Western Metropolitan","5629"
"5738","22/08/2016","h",600000,565,125,3,1,1,1970,"12.8","Western Metropolitan","5629"
"5739","23/04/2016","h",825000,630,126,3,2,1,2017,"12.8","Western Metropolitan","5629"
"5740","23/04/2016","h",680000,545,NA,4,2,2,NA,"12.8","Western Metropolitan","5629"
"5741","24/09/2016","h",810000,NA,NA,4,NA,NA,NA,"12.8","Western Metropolitan","5629"
"5742","24/09/2016","h",NA,598,157,3,1,2,1970,"12.8","Western Metropolitan","5629"
"5743","24/09/2016","h",720000,639,18,3,1,2,NA,"12.8","Western Metropolitan","5629"
"5744","24/09/2016","h",735000,547,184,4,2,2,2000,"12.8","Western Metropolitan","5629"
"5745","25/02/2017","u",NA,NA,NA,2,NA,NA,NA,"12.8","Western Metropolitan","5629"
"5746","26/07/2016","h",875000,928,130,3,2,2,1970,"12.8","Western Metropolitan","5629"
"5747","27/06/2016","h",601200,554,147,3,1,1,1960,"12.8","Western Metropolitan","5629"
"5748","27/06/2016","h",760000,NA,NA,4,NA,NA,NA,"12.8","Western Metropolitan","5629"
"5749","27/06/2016","h",695000,0,NA,3,1,3,NA,"12.8","Western Metropolitan","5629"
"5750","27/06/2016","h",680000,558,105,3,1,2,1980,"12.8","Western Metropolitan","5629"
"5751","27/11/2016","t",660000,265,NA,3,2,1,NA,"12.8","Western Metropolitan","5629"
"5752","27/11/2016","h",650000,176,NA,3,2,2,NA,"12.8","Western Metropolitan","5629"
"5753","27/11/2016","h",NA,NA,NA,3,NA,NA,NA,"12.8","Western Metropolitan","5629"
"5754","27/11/2016","h",900000,600,NA,3,1,2,NA,"12.8","Western Metropolitan","5629"
"5755","27/11/2016","h",823000,538,NA,3,1,2,NA,"12.8","Western Metropolitan","5629"
"5756","28/05/2016","h",847000,579,NA,4,3,2,NA,"12.8","Western Metropolitan","5629"
"5757","28/05/2016","h",810000,NA,NA,3,NA,NA,NA,"12.8","Western Metropolitan","5629"
"5758","28/05/2016","h",705000,616,201,3,1,2,1970,"12.8","Western Metropolitan","5629"
"5759","28/08/2016","t",710000,320,133,3,2,1,2013,"12.8","Western Metropolitan","5629"
"5760","28/08/2016","h",NA,631,152,3,2,2,1972,"12.8","Western Metropolitan","5629"
"5761","28/08/2016","h",732000,544,233,4,2,2,1980,"12.8","Western Metropolitan","5629"
"5762","30/07/2016","h",715000,598,123,3,2,4,1970,"12.8","Western Metropolitan","5629"
"5763","3/09/2016","h",785000,258,64,3,1,1,NA,"4.2","Northern Metropolitan","5263"
"5764","3/09/2016","h",852000,166,138,3,1,1,2000,"4.2","Northern Metropolitan","5263"
"5765","3/09/2016","h",1037000,188,106,3,1,1,1910,"4.2","Northern Metropolitan","5263"
"5766","3/12/2016","h",775000,150,NA,2,1,0,NA,"4.2","Northern Metropolitan","5263"
"5767","4/03/2017","h",1470000,199,121,3,1,1,1910,"4.2","Northern Metropolitan","5263"
"5768","4/03/2017","u",630000,0,NA,2,2,1,NA,"4.2","Northern Metropolitan","5263"
"5769","4/03/2017","t",845000,132,105,3,2,1,NA,"4.2","Northern Metropolitan","5263"
"5770","4/06/2016","u",492500,0,81,2,1,1,2008,"4.2","Northern Metropolitan","5263"
"5771","4/06/2016","u",420000,0,55,2,1,1,1970,"4.2","Northern Metropolitan","5263"
"5772","4/06/2016","t",650000,79,NA,2,1,1,NA,"4.2","Northern Metropolitan","5263"
"5773","4/06/2016","t",620000,NA,NA,3,NA,NA,NA,"4.2","Northern Metropolitan","5263"
"5774","4/06/2016","h",1050000,274,NA,3,1,1,1900,"4.2","Northern Metropolitan","5263"
"5775","6/08/2016","h",1291000,416,NA,3,1,1,NA,"4.2","Northern Metropolitan","5263"
"5776","6/08/2016","u",420000,0,80,2,1,1,2002,"4.2","Northern Metropolitan","5263"
"5777","6/08/2016","t",750000,NA,NA,2,NA,NA,NA,"4.2","Northern Metropolitan","5263"
"5778","6/08/2016","u",312000,NA,NA,1,NA,NA,NA,"4.2","Northern Metropolitan","5263"
"5779","7/05/2016","h",961000,235,NA,3,1,1,NA,"4.2","Northern Metropolitan","5263"
"5780","7/05/2016","h",1271000,284,113,3,1,1,1900,"4.2","Northern Metropolitan","5263"
"5781","7/05/2016","h",1010000,234,104,3,1,0,1900,"4.2","Northern Metropolitan","5263"
"5782","7/05/2016","t",750000,325,112,2,1,1,2002,"4.2","Northern Metropolitan","5263"
"5783","7/05/2016","h",1675000,279,NA,4,2,2,NA,"4.2","Northern Metropolitan","5263"
"5784","7/05/2016","u",450000,NA,NA,2,NA,NA,NA,"4.2","Northern Metropolitan","5263"
"5785","7/05/2016","t",798000,NA,NA,3,NA,NA,NA,"4.2","Northern Metropolitan","5263"
"5786","8/10/2016","h",905000,138,126,2,2,1,1999,"4.2","Northern Metropolitan","5263"
"5787","8/10/2016","h",NA,598,NA,3,1,2,NA,"4.2","Northern Metropolitan","5263"
"5788","8/10/2016","h",960000,174,72,2,1,1,1900,"4.2","Northern Metropolitan","5263"
"5789","8/10/2016","h",1031000,163,99,2,1,1,1900,"4.2","Northern Metropolitan","5263"
"5790","8/10/2016","t",918000,788,NA,3,2,1,1998,"4.2","Northern Metropolitan","5263"
"5791","8/10/2016","h",870000,211,95,3,1,1,1992,"4.2","Northern Metropolitan","5263"
"5792","10/09/2016","h",1165000,239,135,3,1,0,1910,"4.2","Northern Metropolitan","5263"
"5793","10/09/2016","h",1710000,566,270,5,2,2,1890,"4.2","Northern Metropolitan","5263"
"5794","10/09/2016","h",NA,348,146,3,2,2,1920,"4.2","Northern Metropolitan","5263"
"5795","10/12/2016","u",360000,4267,NA,1,1,1,NA,"4.2","Northern Metropolitan","5263"
"5796","10/12/2016","h",1455000,275,120,3,1,0,1900,"4.2","Northern Metropolitan","5263"
"5797","10/12/2016","u",365000,0,47,1,1,1,2012,"4.2","Northern Metropolitan","5263"
"5798","10/12/2016","u",551000,4440,NA,3,1,1,NA,"4.2","Northern Metropolitan","5263"
"5799","10/12/2016","u",442000,3448,71,2,2,1,2010,"4.2","Northern Metropolitan","5263"
"5800","10/12/2016","h",765000,158,76,2,1,2,1965,"4.2","Northern Metropolitan","5263"
"5801","10/12/2016","t",NA,NA,NA,2,NA,NA,NA,"4.2","Northern Metropolitan","5263"
"5802","11/02/2017","u",515000,3957,81,2,1,1,2010,"4.2","Northern Metropolitan","5263"
"5803","11/02/2017","t",781000,NA,NA,2,NA,NA,NA,"4.2","Northern Metropolitan","5263"
"5804","11/03/2017","u",570000,0,NA,3,1,2,1990,"4.2","Northern Metropolitan","5263"
"5805","12/06/2016","u",370000,0,50,1,1,1,2012,"4.2","Northern Metropolitan","5263"
"5806","12/11/2016","h",1005000,274,NA,2,1,0,NA,"4.2","Northern Metropolitan","5263"
